"case_name","url","vessel_name"
"Guitar Line Responder Fire Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67596&fileSn=1","[]"
"Fishing vessel No. 307 Hanchangho and fishing vessel No. 203 Muyeongho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67592&fileSn=1","['Hanchangho', 'fishing']"
"Collision between fishing boat Kang Dong-ho and tugboat Shakhtyorsk 6","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67589&fileSn=1","['Dong-ho']"
"Tugboat 303 Jongyeongho Marine Pollution Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67587&fileSn=1","['303 Jongyeongho']"
"Fishing boat Chunsim and motorboat Glory collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67585&fileSn=1","['Chunsim']"
"Fishing vessel Eoseonho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67580&fileSn=1","['Eoseonho']"
"Sinking of the 127th Daeyangho fishing boat","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67579&fileSn=1","['Daeyangho']"
"Tugboat 77 Shin Jeong-ho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67575&fileSn=1","['77 Shin']"
"Fishing boat Je2 Cheonyangho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67571&fileSn=1","['Je']"
"Collision incident between oil product carrier Yoo Seong-ho and fishing boat Mania 1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67570&fileSn=1","['Seong-ho', 'fishing']"
"Collision incident between the guitar ship Durumiho and the fishing boat Je3 Manseongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67567&fileSn=1","['Durumiho']"
"Fishing vessel No. 103 Geumjin-ho? Oil tanker SM White Whale 1 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67564&fileSn=1","['103 Geumjin-ho', 'SM']"
"Fishing boat 1st Wonseokho? Fishing boat 7th Silverwaterho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67560&fileSn=1","['Wonseokho', 'Silverwaterho']"
"Oil product carrier mission marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67556&fileSn=1","['mission']"
"Submarine Na Dae-yong? Car carrier Hogrunden collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67554&fileSn=1","['Hogrunden']"
"Princess Bulk Cargo Ship Worker Injury Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67551&fileSn=1","['Worker']"
"Oil product carrier No. 1 Eunheeho engine damage incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67340&fileSn=1","['1 Eunheeho']"
"General cargo ship Guangzhou Star LPG carrier Kashima Maru 8 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67546&fileSn=1","['Guangzhou', 'Kashima']"
"Collision incident between tugboat Anjin 1 and towed barge Hyundai Princess and other vessels Samsung W-2","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67543&fileSn=1","['Anjin 1', 'towed', 'Princess', 'other']"
"Fishing boat No. 21 Gujinho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67538&fileSn=1","['21 Gujinho']"
"Container ship Shinoko Yokohama fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67536&fileSn=1","['Shinoko']"
"Fishing vessel Taegonho and fishing vessel Juyeong 2 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67532&fileSn=1","['Taegonho', 'fishing']"
"Fishing boat Junseongho offshore pension structure contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67531&fileSn=1","['Junseongho']"
"Fishing vessel No. 101 Pyeongjinho buoy contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67528&fileSn=1","['101 Pyeongjinho']"
"Tugboat Gangnam-T-15 sinking incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67525&fileSn=1","['Gangnam-T-']"
"Guitar Line Gangnam Tea-3 Yangshikjang Contact Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67520&fileSn=1","[]"
"Fishing boat No. 31 Geumyeongho crew disappearance incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67517&fileSn=1","['31 Geumyeongho']"
"Sinking of the fishing boat No. 71 Yongdeukho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67515&fileSn=1","['71 Yongdeukho']"
"Collision between fishing boat Girimho and fishing boat Seonghwaho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67512&fileSn=1","['Girimho', 'fishing']"
"Iron ore carrier SOLAR EMBER other (hull plating damage) incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67508&fileSn=1","['SOLAR']"
"Iron ore carrier Stellar Unicorn other (hull damage) incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67506&fileSn=1","['Stellar']"
"Fishing boat Sejinho buoy contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67504&fileSn=1","['Sejinho']"
"Bu-seon No. 108 Songyangho Marine Pollution Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67499&fileSn=1","['108 Songyangho']"
"Tugboat 77 Shinjeongho&#39;s towed boat KJ-3001? Fishing boat Silverho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67498&fileSn=1","['77 Shinjeongho', 'KJ-', 'Silverho']"
"Fishing boat 1st Youngho motorboat Yeomyeongho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67493&fileSn=1","['Yeomyeongho']"
"Fishing boat 77 Ye Eun-ho and fishing boat 9 Yu Jin-ho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67490&fileSn=1","['Eun-ho', 'fishing']"
"Tugboat Gwangjin World 7? Collision between towed vessel Gwangjin 8001 and cruise ship Quantum of the Seas","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67489&fileSn=1","['Gwangjin 8001', 'cruise']"
"Collision between the oil product carrier Mansuho and other ships No. 1 Obokho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67485&fileSn=1","['Mansuho', 'other']"
"General cargo ship No. 25 Geumjin-ho dock facility contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67481&fileSn=1","['25 Geumjin-ho']"
"Fishing vessel No. 99 Hee-young-ho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67480&fileSn=1","['99 Hee-young-ho']"
"Collision incident between tugboat Nam Young-ho and towed barge Jangwon 5001 and fishing boat 3 Manseong-ho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67475&fileSn=1","['Young-ho', 'towed', 'Jangwon 5001', 'fishing']"
"Collision incident between fishing boat No. 107 Seongboho and fishing boat No. 113 Ungcheonho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67472&fileSn=1","['Seongboho', 'fishing']"
"Tugboat Gunwoo 1200 crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67470&fileSn=1","['Gunwoo 1200']"
"Fishing vessel No. 103 Yoo Seong-ho and fishing vessel No. 2.07 Man-eo-ho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67468&fileSn=1","['Seong-ho', 'fishing']"
"Fishing boat 12 Jaeseongho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67465&fileSn=1","['12 Jaeseongho']"
"Container ship Sky Challenge fishing vessel No. 101 Seongchangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67460&fileSn=1","['Sky', '101 Seongchangho']"
"Collision incident between ocean-going fishing vessel No. 38 Hanseongho and oil product carrier Daeunho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67457&fileSn=1","['Hanseongho', 'oil']"
"Collision incident between oil product carrier Yoo Seong and oil product carrier Bukwang 1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67456&fileSn=1","['Seong', 'oil']"
"Collision incident between warship Marado and ocean-going fishing vessel No. 718 Oryongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67451&fileSn=1","['Marado', 'ocean-going']"
"Fishing boat Wonjinho? Fishing boat Araho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67449&fileSn=1","['Wonjinho', 'Araho']"
"Collision incident between fishing boat Manmulho and fishing boat Sudeokho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67442&fileSn=1","['Manmulho', 'fishing']"
"Fire incident on 7 fishing boats including Sujinho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67441&fileSn=1","['Sujinho']"
"Tugboat Ulsan 705 grounding incident (summary)","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67438&fileSn=1","['Ulsan 705']"
"Fishing boat Laon? Fishing boat Daeyang 1 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67434&fileSn=1","['Laon', 'Daeyang 1']"
"Oil tanker 1st Geoseong tugboat 303 days signal towed geological survey structure collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67431&fileSn=1","['303 days']"
"Sailing yacht Navadaho and fishing boat Susungho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67428&fileSn=1","['Navadaho', 'fishing']"
"Fishing vessel Zeus? Collision incident between fishing ground management vessel Yongseongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67425&fileSn=1","['Zeus', 'Yongseongho']"
"Fishing boat No. 2014 Minseongho capsize incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67423&fileSn=1","['2014 Minseongho']"
"Fishing boat No. 1 Shinchangho and fishing boat No. 2 Daegwangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67419&fileSn=1","['Shinchangho', 'fishing']"
"Chemical carrier Navig 8 Sky Pier contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67417&fileSn=1","['Navig 8']"
"Collision between fishing boat No. 501 Hye Seung-ho and fishing boat No. 38 Deuk Myeong-ho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67412&fileSn=1","['Seung-ho', 'fishing']"
"Fire incident of towed vessel Hankook No. 11 of tugboat Hankook No. 1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67411&fileSn=1","['Hankook']"
"Liquid Chemical Bulk Carrier Golden Bridge Hanaho Crew Death Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67406&fileSn=1","['Golden']"
"Fishing vessel No. 803 Taeyangho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67405&fileSn=1","['803 Taeyangho']"
"Fishing boat Geumgangho diver death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67402&fileSn=1","['Geumgangho']"
"Collision incident between tugboat Changyeong 3004 and towed barge Geonmin 17000 and tugboat Bogo 1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67399&fileSn=1","['Changyeong 3004', 'towed', 'Geonmin 17000']"
"Fishing boat Seonggwangho dinghy yacht collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67394&fileSn=1","['Seonggwangho']"
"Tugboat Gangnam-T-17&#39;s towed barge Gangnam-6003&#39;s Geoga Bridge contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67391&fileSn=1","['Gangnam-T-']"
"Collision between fishing boat Fjord and non-powered boat Ddubbi 10","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67388&fileSn=1","['Fjord', 'non-powered']"
"Incident of collision between tugboat Ulsan 705 and towed barge Ulsan 10001","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67387&fileSn=1","['Ulsan 705', 'towed']"
"Collision incident between oil product carrier 77 Cheonghaeho and tugboat Gangnam T-13 and towed barge Gangnam 6003","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67384&fileSn=1","['Cheonghaeho']"
"Fishing vessel Seonjinho oil product tanker Aquamarine collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67379&fileSn=1","['Seonjinho']"
"Fishing vessel Yu Jeong-ho fishing vessel Sang-jul-ho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67378&fileSn=1","['Yu', 'Sang-jul-ho']"
"Fishing boat Samsungho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67375&fileSn=1","['Samsungho']"
"Fishing boat No. 11 capsize incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67371&fileSn=1","['11 capsize']"
"Fishing boat Je7 Dongmyeongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67367&fileSn=1","['Je']"
"Fishing boat 7 Jo Yang-ho and fishing boat Yun Jin-ho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67366&fileSn=1","['Yang-ho', 'fishing']"
"Death of crew member of fishing boat 27th Segilho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67363&fileSn=1","['Segilho']"
"Collision between oil product carrier Suil 2 and fishing vessel Seonamho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67358&fileSn=1","['Suil 2', 'fishing']"
"Fishing vessel No. 35 Gyeongdongho fishing vessel Sudeokho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67357&fileSn=1","['35 Gyeongdongho', 'Sudeokho']"
"The incident of injury of workers on the towed vessel Je7 Cheonghaeho by the tugboat 2002 Kyungilho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67354&fileSn=1","['Je', '2002 Kyungilho']"
"Collision between fishing boat Je-5 Seung-jin-ho and fishing boat Hae-gwang-ho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67349&fileSn=1","['Seung-jin-ho', 'fishing']"
"Fishing boat Milky Way crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67346&fileSn=1","['Milky']"
"Death of crew member of fishing boat No. 1 Yeongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67343&fileSn=1","['1 Yeongho']"
"Liquid Chemical Bulk Carrier Skymir Explosion Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67337&fileSn=1","['Skymir']"
"Marine pollution incident of the petroleum product carrier Angel No. 1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67336&fileSn=1","['Angel']"
"Fishing vessel No. 307 Hanchangho and fishing vessel No. 286 Hyeseungho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67333&fileSn=1","['Hanchangho', 'fishing']"
"Tugboat 205 Dongseongho Sinking Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67329&fileSn=1","['205 Dongseongho']"
"Incident of the tugboat Doyangho&#39;s contact with the towed vessel Han River 1001","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67325&fileSn=1","['Doyangho', 'Han']"
"Collision incident between the fishing boat Yeongungho and the fishing boat Taeseongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67323&fileSn=1","['Yeongungho']"
"Collision between the petroleum product carrier Hanyu Korea and the general cargo ship Samjin Lucky 3","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67319&fileSn=1","['Korea']"
"Oil product carrier Bonchallenger breakwater contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67316&fileSn=1","['Bonchallenger']"
"Oil tanker Woojin Chemsho marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67315&fileSn=1","['Woojin']"
"The sinking of the Geumseongho, a Korean submarine","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67312&fileSn=1","['Geumseongho']"
"[2nd trial claim] Collision incident between towed vessel Haegwang 5005 and cargo ship Timgad (TIMGAD) by tugboat 29 Jo Yang-ho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67308&fileSn=1","['Haegwang 5005', 'cargo']"
"Fishing vessel Haeyongho and fishing vessel Donghyeokho collision incident (summary)","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67304&fileSn=1","['Haeyongho', 'fishing']"
"Cafe Lee Seon Gangseung Ferry Crew Death Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67301&fileSn=1","[]"
"Fishing boat Karisho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67298&fileSn=1","['Karisho']"
"Fishing vessel Je1 Dongjinho grounding incident (summary)","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67295&fileSn=1","['Je']"
"Caferi Passenger Ship Sejong 1 Steering Gear Damage Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67294&fileSn=1","['Sejong 1']"
"Incident involving the contact between the tugboat Chilseong 19 and the towed boat Chilseong 1-2 fishing grounds, etc.","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67290&fileSn=1","['Chilseong 19']"
"Motorboat SA1 Motorboat Bokangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67286&fileSn=1","['SA', 'Bokangho']"
"Fishing boat No. 1 Haejinho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67283&fileSn=1","['1 Haejinho']"
"Lake Aurora reefer? Vasiliy Poleshchuk collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67282&fileSn=1","[]"
"Fishing boat No. 96 Sail fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67277&fileSn=1","['96 Sail']"
"Fishing vessel No. 81 Shinyangho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67276&fileSn=1","['81 Shinyangho']"
"Sinking of the 7th Port Oil Tanker","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67271&fileSn=1","[]"
"Fishing vessel No. 56 Cheonggwangho Fishing vessel Shinjeonho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67268&fileSn=1","['56 Cheonggwangho', 'Shinjeonho']"
"Fishing boat Seonkyung 2 motorboat Daemyungho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67267&fileSn=1","['Seonkyung 2', 'Daemyungho']"
"Dosun Isudo Island Ho Pier Contact Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67264&fileSn=1","[]"
"Passenger ship Onnuri engine damage incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67261&fileSn=1","['Onnuri']"
"Fishing vessel No. 2016 Geumyangho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67258&fileSn=1","['2016 Geumyangho']"
"Collision incident between fishing boat No. 27 Segilho and fishing boat No. 88 Geumyangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67254&fileSn=1","['Segilho', 'fishing']"
"[2nd trial claim] Fishing vessel No. 607 Gwangyangho and fishing vessel Baekguho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67252&fileSn=1","['Gwangyangho', 'fishing']"
"Fishing vessel 205 Iljinho Fishing vessel 2018 Cheon Eunho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67248&fileSn=1","['205 Iljinho', '2018 Cheon']"
"Incident of contact between towed vessel Gangnam 6001 and towed vessel Gangnam T-13","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67246&fileSn=1","['Gangnam 6001', 'towed']"
"Tugboat 301 Seongsinho Marine Pollution Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67243&fileSn=1","['301 Seongsinho']"
"Marine pollution incident of the petroleum product carrier Myeongryunho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67240&fileSn=1","['Myeongryunho']"
"Fishing boat Boseongho fishing boat Taeyangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67237&fileSn=1","['Boseongho', 'Taeyangho']"
"[2nd trial claim] Fishing vessel No. 211 Eunjinho and fishing vessel Beomseungho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67234&fileSn=1","['Eunjinho', 'fishing']"
"Fishing boat Inseongho passenger injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67231&fileSn=1","['Inseongho']"
"Fishing boat No. 208 Heungseongho fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67227&fileSn=1","['208 Heungseongho']"
"Tanker Heung-A Pioneer Marine Pollution Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67225&fileSn=1","[]"
"Oil tanker Daehan No. 7 fishing vessel No. 303 Oryongho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67221&fileSn=1","['Daehan', '303 Oryongho']"
"Fishing boat Dongseongho fishing boat Dongseongho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67219&fileSn=1","['Dongseongho']"
"Fishing boat Youngwoongho collision with unregistered vessel","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67214&fileSn=1","['Youngwoongho']"
"Fishing vessel Yeongjunho and ore transport vessel Hyundai Dangjin collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67212&fileSn=1","['Yeongjunho', 'ore']"
"Collision incident between oil product carrier Hanyu Korea and general cargo ship Hyundai B1012","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67209&fileSn=1","['Korea', 'general']"
"Incident of crew injury of towed vessel Duri 6501 of tugboat 303 Goryeoho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67206&fileSn=1","['Duri 6501', '303 Goryeoho']"
"Collision between the cargo ship Seju Pioneer and the fishing vessel Healthy 8","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67202&fileSn=1","['Pioneer']"
"Tugboat Ulsan 105 marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67201&fileSn=1","['Ulsan 105']"
"General cargo ship First Eye buoy contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67196&fileSn=1","['First']"
"Collision incident between general cargo ship SM3 and petroleum product carrier Kodoku Maru","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67195&fileSn=1","['SM', 'Kodoku']"
"Fishing vessel Hanryeo 85 and fishing vessel Hanryeo 86 grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67190&fileSn=1","['Hanryeo 85', 'fishing']"
"Marine pollution incident involving the oil product carrier Haeyangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67189&fileSn=1","['Haeyangho']"
"Bulk cargo ship Pantopaz marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67184&fileSn=1","['Pantopaz']"
"Fishing vessel No. 900 Gyeonghaeho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67181&fileSn=1","['900 Gyeonghaeho']"
"Motorboat Iris sinking incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67180&fileSn=1","['Iris']"
"Fishing boat Yu Jeong-ho sinking incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67177&fileSn=1","['Yu']"
"Fishing boat Je7 Myeongjeongho crew disappearance incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67172&fileSn=1","['Je']"
"Bulk cargo ship Ultra Alpha and petroleum product carrier CS Summer collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67169&fileSn=1","['Alpha', 'petroleum']"
"Auto carrier auto banner fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67167&fileSn=1","['auto']"
"Caferi Passenger Ship Tongyeong Ferry Fish Farm Contact Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67165&fileSn=1","['Tongyeong', 'Fish']"
"Fishing vessel No. 88 Tongyeongho crew casualty incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67161&fileSn=1","['88 Tongyeongho']"
"Guitar Line Korea 108 Grounding Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67159&fileSn=1","[]"
"Collision incident between oil product carrier Seyangho and fishing boat No. 101 Myeongjeongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67154&fileSn=1","['Seyangho', 'fishing']"
"Oil product carrier Yuseongho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67153&fileSn=1","['Yuseongho']"
"Collision incident between ocean-going fishing vessel No. 803 Tongyeongho and ocean-going fishing vessel No. 101 Geumyangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67150&fileSn=1","['Tongyeongho', 'ocean-going']"
"Sinking of the towed barge Hyundai 14 by the tugboat 303 Wooseonho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67145&fileSn=1","['303 Wooseonho']"
"Fishing boat Je8 Changseungho capsize incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67144&fileSn=1","['Je']"
"Sinking of the BC-1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67141&fileSn=1","[]"
"Tugboat Buwonho fishing vessel Yeongilho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67136&fileSn=1","['Buwonho', 'Yeongilho']"
"[2nd trial claim] Oil product carrier Hanyu Dream oil product carrier Tasco Amarite collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67133&fileSn=1","['Hanyu', 'Tasco']"
"Incident of the collision between the towed port construction work vessel Aju 450 and the Geoga Bridge by the tugboat Samyang 305","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101609&fileSn=1","['Aju 450']"
"Fishing vessel No. 5 Jeongminho and fishing vessel No. 710 Taeyangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101603&fileSn=1","['Jeongminho', 'fishing']"
"Fishing boat Gwangilho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101589&fileSn=1","['Gwangilho']"
"Sinking of the general cargo ship Hyundai Fashion","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101441&fileSn=1","['Hyundai']"
"Dredging Soil Transport Vessel Far East Bee-1 Grounding Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101586&fileSn=1","['Far']"
"Fishing boat 7 Daebongsan capsizing incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101583&fileSn=1","['7 Daebongsan']"
"Fishing boat Maeilho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101673&fileSn=1","['Maeilho']"
"Fishing boat Tongilho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101618&fileSn=1","['Tongilho']"
"Fishing vessel No. 105 Shin Gwang-ho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101612&fileSn=1","['105 Shin']"
"Fishing boat Haedalsusanho explosion incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101550&fileSn=1","['Haedalsusanho']"
"Fishing vessel No. 205 Geumseongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101547&fileSn=1","['205 Geumseongho']"
